symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,mpc,xdt,ypc,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
GROWWPOWER,BSE Power Index - TRI,10.87,10.87,10.41,10.43,-0.23,-2.16,4157734,44071980.4,10.6319,12,7.75,10.66,0,0,3.29,,10-Feb-2026,1.0658914728682116,-,Infinity,-,13.083333333333336,-34.58064516129032,https://nsearchives.nseindia.com/today/GROWWPOWEREQN.svg,https://nsearchives.nseindia.com/30d/GROWWPOWER-EQ.svg,,EQ,"{'symbol': 'GROWWPOWER', 'companyName': 'Groww Mutual Fund - Groww BSE Power ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LM6', 'listingDate': '2025-08-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
OILIETF,Nifty Oil & Gas Index,12,12.2,11.43,11.48,-0.23,-1.96,3777497,43743415.26,11.7041,14,9.46,11.71,0,15.03,-6.02,12-Mar-2025,10-Feb-2026,-7.865168539325846,-,12.770137524557963,-,17.999999999999996,-21.35306553911204,https://nsearchives.nseindia.com/today/OILIETFEQN.svg,https://nsearchives.nseindia.com/30d/OILIETF-EQ.svg,https://nsearchives.nseindia.com/365d/OILIETF-EQ.svg,EQ,"{'symbol': 'OILIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Oil & Gas ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18W3', 'slb_isin': 'INF109KC18W3', 'listingDate': '2024-07-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
HDFCSENSEX,SENSEX,85.91,86.09,84.01,84.45,-1.38,-1.61,509636,43140687.4,85.6752,98.48,80.55,85.83,0,3.75,-9.74,12-Mar-2025,10-Feb-2026,-11.189399516247764,02-FEB-24,2.07905233893388,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 250.361/- PER SHARE TO RS 25.0361/- PER SHARE,14.246547522339561,-4.841713221601497,https://nsearchives.nseindia.com/today/HDFCSENSEXEQN.svg,https://nsearchives.nseindia.com/30d/HDFCSENSEX-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSENSEX-EQ.svg,EQ,"{'symbol': 'HDFCSENSEX', 'companyName': 'HDFC BSE SENSEX ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HX2', 'slb_isin': 'INF179KC1HX2', 'listingDate': '2015-12-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,117.41,118.19,113.18,113.3,-4.12,-3.51,374808,42765592.8,117.1863,128.77,86.5,117.42,0,30.26,-5.31,12-Mar-2025,10-Feb-2026,-8.636400290299177,-,25.693365875305076,-,12.013667779762377,-30.982658959537567,https://nsearchives.nseindia.com/today/MOVALUEEQN.svg,https://nsearchives.nseindia.com/30d/MOVALUE-EQ.svg,https://nsearchives.nseindia.com/365d/MOVALUE-EQ.svg,EQ,"{'symbol': 'MOVALUE', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal SP BSE Enhanced Value ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BE5', 'slb_isin': 'INF247L01BE5', 'listingDate': '2022-08-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
GROWWLIQID,Nifty 1D Rate Index,108.22,108.23,108.22,108.23,0.05,0.05,394496,42692357.12,108.1785,108.49,100,108.18,0,5.03,0.36,12-Mar-2025,10-Feb-2026,0.40820113183040885,-,5.077669902912626,-,0.239653424278727,-8.230000000000004,https://nsearchives.nseindia.com/today/GROWWLIQIDEQN.svg,https://nsearchives.nseindia.com/30d/GROWWLIQID-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWLIQID-EQ.svg,EQ,"{'symbol': 'GROWWLIQID', 'companyName': 'Groww Mutual Fund - Groww Nifty 1D Rate Liquid ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IP5', 'slb_isin': 'INF666M01IP5', 'listingDate': '2024-09-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
GOLDADD,DSP Gold ETF,154.29,154.29,152.39,153.12,-2.45,-1.57,275503,42204304.57,154.679,181,81.15,155.57,0,0,3.12,,10-Feb-2026,1.4913501690196858,-,Infinity,-,15.40331491712707,-88.68761552680222,https://nsearchives.nseindia.com/today/GOLDADDEQN.svg,https://nsearchives.nseindia.com/30d/GOLDADD-EQ.svg,,EQ,"{'symbol': 'GOLDADD', 'companyName': 'DSP Mutual Fund - DSP Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SW3', 'listingDate': '2023-05-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
AXISBNKETF,Nifty Bank,579.53,579.53,550.85,550.86,-14.54,-2.57,74915,41549357.3,565.9824,647.82,485,565.4,0,15,-9.18,12-Mar-2025,10-Feb-2026,-11.514119574645798,-,12.038562450424065,-,14.9671204964342,-13.579381443298972,https://nsearchives.nseindia.com/today/AXISBNKETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISBNKETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISBNKETF-EQ.svg,EQ,"{'symbol': 'AXISBNKETF', 'companyName': 'AXIS MUTUAL FUND - Axis NIFTY Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01X63', 'slb_isin': 'INF846K01X63', 'listingDate': '2020-11-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
MULTICAP,Nifty500 Multicap 50:25:25 Index,15.34,15.34,14.85,14.91,-0.35,-2.29,2682069,40231035,15.258,17.03,13.56,15.26,0,9.39,-7.46,12-Mar-2025,10-Feb-2026,-9.581564584596716,-,6.881720430107533,-,12.448620082207874,-9.955752212389378,https://nsearchives.nseindia.com/today/MULTICAPEQN.svg,https://nsearchives.nseindia.com/30d/MULTICAP-EQ.svg,https://nsearchives.nseindia.com/365d/MULTICAP-EQ.svg,EQ,"{'symbol': 'MULTICAP', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty 500 Multicap 50:25:25 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LX9', 'slb_isin': 'INF769K01LX9', 'listingDate': '2024-09-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
HDFCMID150,HDFC NIFTY Midcap 150 ETF,21.57,21.66,20.46,21.2,0.15,0.71,1928478,39707362.02,21.0212,23.39,17.55,21.05,0,16.17,-6.73,12-Mar-2025,10-Feb-2026,-6.070004430660173,20-OCT-23,16.997792494481224,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 115.95/- PER SHARE TO RS 11.59/- PER SHARE,9.362975630611377,-20.79772079772079,https://nsearchives.nseindia.com/today/HDFCMID150EQN.svg,https://nsearchives.nseindia.com/30d/HDFCMID150-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCMID150-EQ.svg,EQ,"{'symbol': 'HDFCMID150', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY Midcap 150 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HT0', 'slb_isin': 'INF179KC1HT0', 'listingDate': '2023-02-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
GROWWDEFNC,Nifty India Defence Index- Total Return Index,82.43,82.85,79.1,80.39,-2.05,-2.49,492981,39448339.62,82.2983,93.89,54.6,82.44,0,47.06,3.42,12-Mar-2025,10-Feb-2026,0.853092460168118,-,43.399928647877275,-,14.37852806475663,-47.234432234432234,https://nsearchives.nseindia.com/today/GROWWDEFNCEQN.svg,https://nsearchives.nseindia.com/30d/GROWWDEFNC-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWDEFNC-EQ.svg,EQ,"{'symbol': 'GROWWDEFNC', 'companyName': 'Groww Mutual Fund - Groww Nifty India Defence ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IO8', 'slb_isin': 'INF666M01IO8', 'listingDate': '2024-10-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
NIF100BEES,Nifty 100 TRI,262.8,262.8,251.54,255.7,-2.42,-0.94,154752,39159993.6,257.5013,290,230.35,258.12,0,6.86,-8.11,12-Mar-2025,10-Feb-2026,-8.971164115343536,-,5.85361814870011,-,11.827586206896555,-11.004992402865204,https://nsearchives.nseindia.com/today/NIF100BEESEQN.svg,https://nsearchives.nseindia.com/30d/NIF100BEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIF100BEES-EQ.svg,EQ,"{'symbol': 'NIF100BEES', 'companyName': 'NIPPON INDIA ETF NIFTY 100', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204K014N5', 'slb_isin': 'INF204K014N5', 'listingDate': '2013-03-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
AUTOIETF,Nifty Auto Index,25.5,25.85,24.85,24.95,-0.9,-3.48,1551883,38983300.96,25.8189,30.5,19.72,25.85,0,21.93,-10.65,12-Mar-2025,10-Feb-2026,-13.757345316280679,01-MAR-24,17.68867924528302,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,18.196721311475414,-26.521298174442194,https://nsearchives.nseindia.com/today/AUTOIETFEQN.svg,https://nsearchives.nseindia.com/30d/AUTOIETF-EQ.svg,https://nsearchives.nseindia.com/365d/AUTOIETF-EQ.svg,EQ,"{'symbol': 'AUTOIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential  Nifty Auto ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC10V2', 'slb_isin': 'INF109KC10V2', 'listingDate': '2022-01-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
BANKADD,DSP Nifty Bank ETF,55.79,55.79,54.8,54.88,-1.42,-2.52,685783,37882652.92,56.1776,62.9,48.5,56.3,0,0,-8.88,,10-Feb-2026,-11.183039326751896,-,Infinity,-,12.750397456279803,-13.154639175257737,https://nsearchives.nseindia.com/today/BANKADDEQN.svg,https://nsearchives.nseindia.com/30d/BANKADD-EQ.svg,,EQ,"{'symbol': 'BANKADD', 'companyName': 'DSP  Mutual Fund - DSP Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RX3', 'slb_isin': 'INF740KA1RX3', 'listingDate': '2023-01-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
ABSLBANETF,Nifty Bank,55.9,55.93,54.87,54.99,-1.3,-2.31,679294,37578544.08,56.2578,64.94,47.55,56.29,0,15.7,-9.08,12-Mar-2025,10-Feb-2026,-11.177515748667412,25-NOV-21,13.031860226104838, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,15.321835540498915,-15.646687697160894,https://nsearchives.nseindia.com/today/ABSLBANETFEQN.svg,https://nsearchives.nseindia.com/30d/ABSLBANETF-EQ.svg,https://nsearchives.nseindia.com/365d/ABSLBANETF-EQ.svg,EQ,"{'symbol': 'ABSLBANETF', 'companyName': 'Aditya Birla Sun Life Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB17D5', 'slb_isin': 'INF209KB17D5', 'listingDate': '2019-10-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
ESILVER,Edelweiss Silver ETF,265.29,265.29,252.57,256.38,-8.91,-3.36,143458,36883051.8,265.7225,375,86.27,265.29,0,166.92,3.43,12-Mar-2025,10-Feb-2026,-0.046783625730995926,-,157.9535164503471,-,31.632,-197.1832618523241,https://nsearchives.nseindia.com/today/ESILVEREQN.svg,https://nsearchives.nseindia.com/30d/ESILVER-EQ.svg,https://nsearchives.nseindia.com/365d/ESILVER-EQ.svg,EQ,"{'symbol': 'ESILVER', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SF3', 'listingDate': '2023-11-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
MOCAPITAL,Nifty Capital Market Total Return Index,45.47,45.48,44.51,44.65,-0.83,-1.82,801536,35916828.16,45.3903,51.13,29.2,45.48,0,0,-8.58,,10-Feb-2026,-10.251256281407038,-,Infinity,-,12.673577156268344,-52.91095890410959,https://nsearchives.nseindia.com/today/MOCAPITALEQN.svg,https://nsearchives.nseindia.com/30d/MOCAPITAL-EQ.svg,,EQ,"{'symbol': 'MOCAPITAL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Capital Market ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01EV3', 'slb_isin': 'INF247L01EV3', 'listingDate': '2025-03-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
ITADD,DSP Nifty IT ETF,30.8,31.03,30.51,30.9,-0.29,-0.93,1168562,35863167.78,31.1233,41.92,30.51,31.19,0,0,-17.16,,10-Feb-2026,-17.928286852589643,-,Infinity,-,26.288167938931302,-1.2782694198623303,https://nsearchives.nseindia.com/today/ITADDEQN.svg,https://nsearchives.nseindia.com/30d/ITADD-EQ.svg,,EQ,"{'symbol': 'ITADD', 'companyName': 'DSP Mutual Fund - DSP Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SX1', 'slb_isin': 'INF740KA1SX1', 'listingDate': '2023-07-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
PSUBANK,Nifty PSU Bank,883,883,845,854,-29.95,-3.39,41328,35486700.48,882.2473,1010,571.27,883.95,0,53.83,-3.24,12-Mar-2025,10-Feb-2026,-6.51648002802316,09-MAR-17,48.614784908812474, DIVIVEND - RS 7/- PER UNIT,15.445544554455445,-49.49148388677858,https://nsearchives.nseindia.com/today/PSUBANKEQN.svg,https://nsearchives.nseindia.com/30d/PSUBANK-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBANK-EQ.svg,EQ,"{'symbol': 'PSUBANK', 'companyName': 'Kotak Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF373I01023', 'slb_isin': 'INF373I01023', 'listingDate': '2007-11-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SMALL250,Nifty Smallcap 250,15.67,15.67,14.79,15,-0.29,-1.90,2351780,35159111,15.2721,18.89,14.79,15.29,0,0,-6.48,,10-Feb-2026,-8.256880733944962,-,Infinity,-,20.592906299629437,-1.4198782961460505,https://nsearchives.nseindia.com/today/SMALL250EQN.svg,https://nsearchives.nseindia.com/30d/SMALL250-EQ.svg,,EQ,"{'symbol': 'SMALL250', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Smallcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01PQ4', 'listingDate': '2025-11-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
EBBETF0430,Nifty BHARAT Bond,1576.4,1576.4,1564,1564,-3,-0.19,21712,33985359.36,1568.3869,1612.43,1232,1567,0,7.72,0.32,12-Mar-2025,10-Feb-2026,0.1267589403464756,-,7.509881422924901,-,3.003541238999526,-26.948051948051948,https://nsearchives.nseindia.com/today/EBBETF0430EQN.svg,https://nsearchives.nseindia.com/30d/EBBETF0430-EQ.svg,https://nsearchives.nseindia.com/365d/EBBETF0430-EQ.svg,EQ,"{'symbol': 'EBBETF0430', 'companyName': 'Edelweiss Mutual Fund - BHARAT Bond  ETF - April 2030', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01KO2', 'slb_isin': 'INF754K01KO2', 'listingDate': '2020-01-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,64.35,64.35,63.4,63.59,-0.19,-0.30,531212,33779771.08,63.7143,66.15,58.7,63.78,0,7.41,0.98,12-Mar-2025,10-Feb-2026,0.680810639645356,-,7.089929269114181,-,3.869992441421016,-8.330494037478706,https://nsearchives.nseindia.com/today/MOGSECEQN.svg,https://nsearchives.nseindia.com/30d/MOGSEC-EQ.svg,https://nsearchives.nseindia.com/365d/MOGSEC-EQ.svg,EQ,"{'symbol': 'MOGSEC', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G Sec ETF - Growth', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AK4', 'slb_isin': 'INF247L01AK4', 'listingDate': '2020-12-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,13.48,13.48,13.2,13.23,0.02,0.15,2523968,33316377.6,13.2865,14.5,12.1,13.21,0,6.28,0.46,12-Mar-2025,10-Feb-2026,0.6083650190114074,-,6.436041834271928,-,8.758620689655169,-9.338842975206619,https://nsearchives.nseindia.com/today/AXISBPSETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISBPSETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISBPSETF-EQ.svg,EQ,"{'symbol': 'AXISBPSETF', 'companyName': 'AXIS MUTUAL FUND - Axis Nifty AAA Bond Plus SDL Apr 2026 50-50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Z04', 'slb_isin': 'INF846K01Z04', 'listingDate': '2021-05-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
